新书《宰执北宋》: https://www.xbiquge.bz/book/5897/39577214.html
第752章 召高方平回朝述职: https://www.xbiquge.bz/book/5897/10436072.html
第753章 到底赢了还是输了: https://www.xbiquge.bz/book/5897/10436073.html
第754章 大西北联合矿业司: https://www.xbiquge.bz/book/5897/10469285.html
第755章 战士卸甲: https://www.xbiquge.bz/book/5897/10499105.html
第756章 百战之功勋: https://www.xbiquge.bz/book/5897/10499603.html
第757章 大家一起乐: https://www.xbiquge.bz/book/5897/10783033.html
第758章 高方平的去留问题: https://www.xbiquge.bz/book/5897/10791190.html
第759章 琐碎的汴京: https://www.xbiquge.bz/book/5897/10907611.html
第760章 奇怪的小哑巴: https://www.xbiquge.bz/book/5897/10907728.html
第761章 都是钱的问题: https://www.xbiquge.bz/book/5897/10967154.html
第762章 知道去整谁就行: https://www.xbiquge.bz/book/5897/10983732.html
第763章 老张对活力团体的妥协: https://www.xbiquge.bz/book/5897/11049070.html
第764章 包青天的前世今生: https://www.xbiquge.bz/book/5897/11049399.html
第765章 樊楼的演技派们: https://www.xbiquge.bz/book/5897/11116547.html
第766章 不作不死: https://www.xbiquge.bz/book/5897/11116747.html
第767章 老藤废了: https://www.xbiquge.bz/book/5897/11162961.html
第768章 后世的纨绔、亦是先辈荣耀: https://www.xbiquge.bz/book/5897/11165036.html
第769章 蒸汽机的路: https://www.xbiquge.bz/book/5897/11185914.html
第770章 算死草脑洞大了: https://www.xbiquge.bz/book/5897/11186204.html
第771章 西夏的精英大V们: https://www.xbiquge.bz/book/5897/11221537.html
第772章 属于赵佶的时刻: https://www.xbiquge.bz/book/5897/11221970.html
第773章 一步一个脚印: https://www.xbiquge.bz/book/5897/11284785.html
第774章 咬咬咬！: https://www.xbiquge.bz/book/5897/11285280.html
第775章 贵人多忘事: https://www.xbiquge.bz/book/5897/11319685.html
第776章 两个文青的酱油话: https://www.xbiquge.bz/book/5897/11319686.html
第777章 大昏官的第一次执政: https://www.xbiquge.bz/book/5897/11320209.html
第778章 机智的老藤: https://www.xbiquge.bz/book/5897/11429281.html
第779章 要不要报账: https://www.xbiquge.bz/book/5897/11485417.html
第780章 无赖奸臣术: https://www.xbiquge.bz/book/5897/11485523.html
第781章 刘青菁的扩张: https://www.xbiquge.bz/book/5897/11529831.html
第782章 实习相爷的那些事: https://www.xbiquge.bz/book/5897/11530207.html
第783章 叙旧——那些往事: https://www.xbiquge.bz/book/5897/11548420.html
第784章 又变身了: https://www.xbiquge.bz/book/5897/11548525.html
第785章 两个奸臣的隆中对: https://www.xbiquge.bz/book/5897/11596864.html
第786章 两个奸臣的隆中对2: https://www.xbiquge.bz/book/5897/11596888.html
第787章 两个奸臣的隆中对3: https://www.xbiquge.bz/book/5897/11597026.html
第788章 童贯调皮了: https://www.xbiquge.bz/book/5897/11630224.html
第789章 梁师成的奸计: https://www.xbiquge.bz/book/5897/11631488.html
第790章 报纸治国: https://www.xbiquge.bz/book/5897/11634772.html
第791章 打一拳给个糖果: https://www.xbiquge.bz/book/5897/11702632.html
第792章 这其中有大**: https://www.xbiquge.bz/book/5897/11702639.html
第793章 欢乐又逗比的大宋: https://www.xbiquge.bz/book/5897/11793447.html
第794章 疯狗平又咬人了: https://www.xbiquge.bz/book/5897/11814541.html
弟795章 重量级人物进京了: https://www.xbiquge.bz/book/5897/11849870.html
第796章 忍者神龟: https://www.xbiquge.bz/book/5897/11850764.html
第797章 哎呦我去: https://www.xbiquge.bz/book/5897/11850925.html
第798章 一地鸡毛的朝廷: https://www.xbiquge.bz/book/5897/11973189.html
第799章 神转折: https://www.xbiquge.bz/book/5897/11979495.html
第800章 裴炎成的述职报告: https://www.xbiquge.bz/book/5897/11983782.html
第801章 河东攻略: https://www.xbiquge.bz/book/5897/12048180.html
第802章 魔门的传承和节操: https://www.xbiquge.bz/book/5897/12048575.html
第803章 狗过踢一脚: https://www.xbiquge.bz/book/5897/12085940.html
第804章 威胁勒索、合纵连横: https://www.xbiquge.bz/book/5897/12086361.html
第806章 系好安全带、换挡加速啦: https://www.xbiquge.bz/book/5897/12087838.html
第807章 牛明白的一天: https://www.xbiquge.bz/book/5897/12125082.html
第808章 牛明白的第二天: https://www.xbiquge.bz/book/5897/12125463.html
第809章 牛兄的猪崩论: https://www.xbiquge.bz/book/5897/12125743.html
第809章 你妹的这下哭瞎了: https://www.xbiquge.bz/book/5897/12178465.html
第810章 将来的事将来再说: https://www.xbiquge.bz/book/5897/12178621.html
第811章 北望燕云的童贯: https://www.xbiquge.bz/book/5897/12178850.html
第812章 燕京: https://www.xbiquge.bz/book/5897/12202915.html
第813章 梁红英中了激将法: https://www.xbiquge.bz/book/5897/12203237.html
第814章 论修身和治国的相关性: https://www.xbiquge.bz/book/5897/12203476.html
第815章 马植: https://www.xbiquge.bz/book/5897/12216317.html
第816章 把马植气跑了: https://www.xbiquge.bz/book/5897/12216318.html
第817章 临时的脑洞决定: https://www.xbiquge.bz/book/5897/12232231.html
第818章 有点萌的耶律大石: https://www.xbiquge.bz/book/5897/12232543.html
第819章 希望他们平安吧: https://www.xbiquge.bz/book/5897/12251947.html
第820章 出了虎穴入狼窝: https://www.xbiquge.bz/book/5897/12254891.html
第821章 明白人大石: https://www.xbiquge.bz/book/5897/12272192.html
第822章 这绝对是叛乱: https://www.xbiquge.bz/book/5897/12272384.html
第823章 终于还是炸锅了: https://www.xbiquge.bz/book/5897/12299787.html
第824章 文章和耶律大锤: https://www.xbiquge.bz/book/5897/12300251.html
第825章 一群大叔: https://www.xbiquge.bz/book/5897/12431711.html
第826章 最猥琐的一个大叔: https://www.xbiquge.bz/book/5897/12431712.html
第827章 新的金牌小密探: https://www.xbiquge.bz/book/5897/12431713.html
第828章 一直在牛逼、从未弱化过的乡贤们: https://www.xbiquge.bz/book/5897/12431714.html
第829章 彪悍的人生只需任性足矣: https://www.xbiquge.bz/book/5897/12435985.html
第830章 小二上酒: https://www.xbiquge.bz/book/5897/12465014.html
第831章 天不帮我敌烈: https://www.xbiquge.bz/book/5897/12561068.html
第832章 妈的全乱了: https://www.xbiquge.bz/book/5897/12564081.html
第833章 够狠的: https://www.xbiquge.bz/book/5897/12741390.html
第834章 决定命运的审判: https://www.xbiquge.bz/book/5897/12742416.html
第835章 文章的命运: https://www.xbiquge.bz/book/5897/12742790.html
第836章 一点也不好玩: https://www.xbiquge.bz/book/5897/12757801.html
第837章 老萧这次怕是栽了: https://www.xbiquge.bz/book/5897/12758954.html
第838章 知道哥的厉害了不是: https://www.xbiquge.bz/book/5897/12772979.html
第839章 你们怕是抓错人了: https://www.xbiquge.bz/book/5897/12773846.html
第840章 又被捉了: https://www.xbiquge.bz/book/5897/12790464.html
第841章 第二次纨绔世界大战: https://www.xbiquge.bz/book/5897/12790465.html
第842章 中心水井斜对面: https://www.xbiquge.bz/book/5897/12808415.html
第843章 老萧的幺蛾子: https://www.xbiquge.bz/book/5897/12808819.html
第844章 还是去救场吧: https://www.xbiquge.bz/book/5897/12820952.html
第845章 整个世界都是敌人: https://www.xbiquge.bz/book/5897/12821932.html
第846章 清君侧: https://www.xbiquge.bz/book/5897/12853620.html
第847章 上了战场你就是军人: https://www.xbiquge.bz/book/5897/12854070.html
第848章 小战士的仇恨人生: https://www.xbiquge.bz/book/5897/12887017.html
第849章 左手还是右手的问题: https://www.xbiquge.bz/book/5897/12887525.html
第850章 大阅兵: https://www.xbiquge.bz/book/5897/12913629.html
第851章 两乞丐回京: https://www.xbiquge.bz/book/5897/12914081.html
第852章 鲜花无需插在狗屎上: https://www.xbiquge.bz/book/5897/12953074.html
第853章 拘谨的人: https://www.xbiquge.bz/book/5897/12953918.html
第854章 二龙戏珠: https://www.xbiquge.bz/book/5897/12992947.html
第855章 你知道怎么生孩子吗？: https://www.xbiquge.bz/book/5897/12993086.html
第856章 皇后娘娘: https://www.xbiquge.bz/book/5897/13032516.html
第857章 萧的里兰: https://www.xbiquge.bz/book/5897/13032517.html
第858章 你在秘密谋划什么: https://www.xbiquge.bz/book/5897/13097211.html
第859章 坚持英雄救美路线不动摇: https://www.xbiquge.bz/book/5897/13097435.html
第860章 贫民窟的一角: https://www.xbiquge.bz/book/5897/13177178.html
第861章 猜中了前面、却没猜中后面: https://www.xbiquge.bz/book/5897/13177804.html
第862章 没王法的东西: https://www.xbiquge.bz/book/5897/13211883.html
第863章 大家都没王法: https://www.xbiquge.bz/book/5897/13217973.html
第864章 大家都是王法: https://www.xbiquge.bz/book/5897/13226618.html
第865章 高丽皇帝: https://www.xbiquge.bz/book/5897/13245499.html
第866章 癞蛤蟆想吃天鹅: https://www.xbiquge.bz/book/5897/13246562.html
第867章 小高出的馊主意: https://www.xbiquge.bz/book/5897/13247995.html
第868章 显摆肌肉: https://www.xbiquge.bz/book/5897/13284201.html
第869章 宋辽政和二年共识: https://www.xbiquge.bz/book/5897/13284316.html
第870章 老萧开始装逼了: https://www.xbiquge.bz/book/5897/13318421.html
第871章 小米巴之死: https://www.xbiquge.bz/book/5897/13318709.html
第872章 皇后娘娘的肌肉: https://www.xbiquge.bz/book/5897/13319098.html
第873章 种田的生活: https://www.xbiquge.bz/book/5897/13419746.html
第874章 疯狗平变身了: https://www.xbiquge.bz/book/5897/13419771.html
第875章 嗑了药的宴会: https://www.xbiquge.bz/book/5897/13420694.html
第876章 偷天换日: https://www.xbiquge.bz/book/5897/13542114.html
第877章 你我打一个赌: https://www.xbiquge.bz/book/5897/13546724.html
第878章 变天的节奏: https://www.xbiquge.bz/book/5897/13546760.html
第879章 飘逸的熊猫号: https://www.xbiquge.bz/book/5897/13546761.html
第880章 怒火熊猫: https://www.xbiquge.bz/book/5897/13619321.html
第881章 无可替代的宋国制造: https://www.xbiquge.bz/book/5897/13622285.html
第882章 系出名门: https://www.xbiquge.bz/book/5897/13622991.html
第883章 林摅的思想仍旧有问题: https://www.xbiquge.bz/book/5897/13690303.html
第884章 一言为定: https://www.xbiquge.bz/book/5897/13692307.html
第885章 大王决定了吗: https://www.xbiquge.bz/book/5897/13772940.html
第886章 伟大的理想、临近收关: https://www.xbiquge.bz/book/5897/13773141.html
第887章 喜洋洋的哭诉: https://www.xbiquge.bz/book/5897/13775089.html
第888章 思乡归国心切: https://www.xbiquge.bz/book/5897/13822965.html
第889章 再进大名府: https://www.xbiquge.bz/book/5897/13826822.html
第890章 有大猫腻: https://www.xbiquge.bz/book/5897/13912170.html
第891章 厉害了柴进: https://www.xbiquge.bz/book/5897/13912487.html
第892章 就等大魔王一声令下: https://www.xbiquge.bz/book/5897/13912893.html
第893章 吾有一计: https://www.xbiquge.bz/book/5897/13983488.html
第894章 汝妻和女儿我照顾之: https://www.xbiquge.bz/book/5897/13984021.html
第895章 一别两年: https://www.xbiquge.bz/book/5897/14094766.html
第896章 放下了屠刀仍旧不是佛: https://www.xbiquge.bz/book/5897/14096241.html
第897章 出兵永远都是钱闹的: https://www.xbiquge.bz/book/5897/14100644.html
第898章 独龙岗之战: https://www.xbiquge.bz/book/5897/14235968.html
第899章 丫头型的扈三娘: https://www.xbiquge.bz/book/5897/14236247.html
第900章 大魔王又变身了: https://www.xbiquge.bz/book/5897/14236494.html
第901章 我不是王法: https://www.xbiquge.bz/book/5897/14310905.html
第902章 赵宋政治的成功和悲哀: https://www.xbiquge.bz/book/5897/14317876.html
第903章 两方都是有授权的秘密行动: https://www.xbiquge.bz/book/5897/14374510.html
第904章 强势开炮: https://www.xbiquge.bz/book/5897/14374631.html
第905章 你以为本相没带过兵: https://www.xbiquge.bz/book/5897/14415131.html
第906章 boss级的库房: https://www.xbiquge.bz/book/5897/14415616.html
第907章 没有梦见、我给你们制造个梦: https://www.xbiquge.bz/book/5897/14415857.html
第908章 金牌小密探: https://www.xbiquge.bz/book/5897/14446602.html
第909章 拖油瓶岳飞: https://www.xbiquge.bz/book/5897/14446776.html
第910章 童贯险些肺气炸了: https://www.xbiquge.bz/book/5897/14494875.html
第911章 果然总有刁民想害朕: https://www.xbiquge.bz/book/5897/14494877.html
第912章 道法天下: https://www.xbiquge.bz/book/5897/14566091.html
第913章 皇后娘的怨念: https://www.xbiquge.bz/book/5897/14566313.html
第914章 强势逼宫张叔夜: https://www.xbiquge.bz/book/5897/14619098.html
第915章 一只腿不会哭: https://www.xbiquge.bz/book/5897/14619099.html
第916章 大魔王又犯浑了: https://www.xbiquge.bz/book/5897/14619318.html
第917章 赵鼎怕是栽了: https://www.xbiquge.bz/book/5897/14690276.html
第918章 国耻: https://www.xbiquge.bz/book/5897/14776081.html
第919章 不针对谁、但全是垃圾: https://www.xbiquge.bz/book/5897/14784539.html
第920章 魔王领域: https://www.xbiquge.bz/book/5897/14803170.html
第921章 黑暗骑士的信条: https://www.xbiquge.bz/book/5897/14994246.html
第922章 所谓迷信: https://www.xbiquge.bz/book/5897/15011027.html
第923章 越王偲犯浑了: https://www.xbiquge.bz/book/5897/15084555.html
第924章 小子你摊上事了不是: https://www.xbiquge.bz/book/5897/15186131.html
第925章 狂妄自大的熊猫: https://www.xbiquge.bz/book/5897/15213660.html
第926章 《侠行天下》: https://www.xbiquge.bz/book/5897/15234427.html
第927章 关于全球化的风水问题: https://www.xbiquge.bz/book/5897/15234428.html
第928章 让它回家: https://www.xbiquge.bz/book/5897/15266804.html
第929章 过度班子: https://www.xbiquge.bz/book/5897/15282184.html
第930章 荣耀簿之上的老苏头: https://www.xbiquge.bz/book/5897/15300324.html
第931章 到处都有药丸党: https://www.xbiquge.bz/book/5897/15314076.html
第932章 我又任性了: https://www.xbiquge.bz/book/5897/15333848.html
第933章 小老张又调皮了: https://www.xbiquge.bz/book/5897/15346288.html
第934章 环京铁路: https://www.xbiquge.bz/book/5897/15346448.html
第935章 李清照屁股不正: https://www.xbiquge.bz/book/5897/15401574.html
第936章 大魔王又扑街了: https://www.xbiquge.bz/book/5897/15401921.html
第937章 让刘青菁也嘚瑟一下吧: https://www.xbiquge.bz/book/5897/15421949.html
第938章 运输革命的开始: https://www.xbiquge.bz/book/5897/15422430.html
第939章 龌蹉的宰臣们: https://www.xbiquge.bz/book/5897/15450448.html
第940章 变法之前的铺垫: https://www.xbiquge.bz/book/5897/15450929.html
第941章 这届官府不行: https://www.xbiquge.bz/book/5897/15464470.html
第942章 做人要纯洁: https://www.xbiquge.bz/book/5897/15464911.html
第943章 黑暗骑士的最后一次宣战: https://www.xbiquge.bz/book/5897/15465077.html
第944章 老乌龟时文彬: https://www.xbiquge.bz/book/5897/15475626.html
第945章 反装忠的老滑头: https://www.xbiquge.bz/book/5897/15475903.html
第946章 臣看好您哦，加油: https://www.xbiquge.bz/book/5897/15493070.html
第947章 荣耀的人生不需要公平: https://www.xbiquge.bz/book/5897/15493357.html
第948章 一路风雨没彩虹: https://www.xbiquge.bz/book/5897/15526893.html
第949章 此路是我开此树是我栽: https://www.xbiquge.bz/book/5897/15527402.html
第950章 你们不值得信任: https://www.xbiquge.bz/book/5897/15607580.html
第951章 哪怕就信我一次: https://www.xbiquge.bz/book/5897/15607581.html
第952章 锦州: https://www.xbiquge.bz/book/5897/15607582.html
第953章 妈的此番没找到人背锅: https://www.xbiquge.bz/book/5897/15607588.html
第954章 错过低过头，所以荣耀: https://www.xbiquge.bz/book/5897/15607594.html
第955章 出来混要还的: https://www.xbiquge.bz/book/5897/15607595.html
第956章 说打就打: https://www.xbiquge.bz/book/5897/15638495.html
第957章 明府要咋整就直接些: https://www.xbiquge.bz/book/5897/15639615.html
第958章 红楼梦、大观园: https://www.xbiquge.bz/book/5897/15703312.html
第959章 作死了当然会死: https://www.xbiquge.bz/book/5897/15703868.html
第960章 我爹爹没造反: https://www.xbiquge.bz/book/5897/15726319.html
第961章 摔牛案: https://www.xbiquge.bz/book/5897/15727203.html
第962章 全面动员: https://www.xbiquge.bz/book/5897/15744752.html
第963章 人们公仆: https://www.xbiquge.bz/book/5897/15744992.html
第964章 来年的展望: https://www.xbiquge.bz/book/5897/15745123.html
第965章 大脚丫头: https://www.xbiquge.bz/book/5897/15757652.html
第966章 傅先生的风韵: https://www.xbiquge.bz/book/5897/15758421.html
第967章 终于还是出事了: https://www.xbiquge.bz/book/5897/15758603.html
第968章 告高丽目的军书: https://www.xbiquge.bz/book/5897/15758853.html
第969章 白日做梦（双倍的买卖，求点月票）: https://www.xbiquge.bz/book/5897/15759147.html
第970章 小公主调皮了: https://www.xbiquge.bz/book/5897/15759582.html
第971章 小萝莉的日子: https://www.xbiquge.bz/book/5897/15760076.html
第972章 娃娃中的领袖: https://www.xbiquge.bz/book/5897/15760192.html
第973章 妈的被和谐了: https://www.xbiquge.bz/book/5897/15760486.html
第974章 福无双至祸不单行: https://www.xbiquge.bz/book/5897/15761009.html
第975章 赶赴永康军: https://www.xbiquge.bz/book/5897/15783332.html
第976章 升帐！: https://www.xbiquge.bz/book/5897/15783901.html
第977章 伟大的成就: https://www.xbiquge.bz/book/5897/15784119.html
第978章 张叔夜时代的落幕: https://www.xbiquge.bz/book/5897/15784274.html
终章 不如归去: https://www.xbiquge.bz/book/5897/15784694.html
后言、完本那些事: https://www.xbiquge.bz/book/5897/15785059.html
再开单章: https://www.xbiquge.bz/book/5897/15789298.html
关于新书《北宋最强大少爷》: https://www.xbiquge.bz/book/5897/36872688.html
新书发布！: https://www.xbiquge.bz/book/5897/37467522.html
新书「带着系统回北宋」: https://www.xbiquge.bz/book/5897/39577208.html
新书《我真的是宰相儿子》: https://www.xbiquge.bz/book/5897/39577209.html
新书《今天就是末日》: https://www.xbiquge.bz/book/5897/39577210.html
新书《那孩子是奥术奇迹》: https://www.xbiquge.bz/book/5897/39577211.html
219 人生若只如初见: https://www.xbiquge.bz/book/5897/39577212.html
248章 不仁不义: https://www.xbiquge.bz/book/5897/39577213.html
新书《宰执北宋》: https://www.xbiquge.bz/book/5897/39577214.html
