第3866章：望穿秋水: https://www.xbiquge.bz/book/48370/40729936.html
第3865章：批准: https://www.xbiquge.bz/book/48370/40729935.html
第3864章：爽快: https://www.xbiquge.bz/book/48370/40721218.html
第3863章：乡镇企业: https://www.xbiquge.bz/book/48370/40721217.html
第3862章：帮忙: https://www.xbiquge.bz/book/48370/40720861.html
第3861章：没有烦恼: https://www.xbiquge.bz/book/48370/40720860.html
第3860章：注意身体: https://www.xbiquge.bz/book/48370/40720552.html
第3859章：超前的名字: https://www.xbiquge.bz/book/48370/40720551.html
第3858章：送考: https://www.xbiquge.bz/book/48370/40720269.html
第3857章：夏天: https://www.xbiquge.bz/book/48370/40720268.html
第3856章：敲打: https://www.xbiquge.bz/book/48370/40719875.html
第3855章：检讨: https://www.xbiquge.bz/book/48370/40719874.html
第1840章：你对赚钱感兴趣吗: https://www.xbiquge.bz/book/48370/37406417.html
第1841章：消费者认知: https://www.xbiquge.bz/book/48370/37414982.html
第1842章：要不要我打个电话: https://www.xbiquge.bz/book/48370/37415354.html
第1843章：下血本了: https://www.xbiquge.bz/book/48370/37423348.html
第1844章：以后是你们的天下了: https://www.xbiquge.bz/book/48370/37423635.html
第1845章：这里永远是您家: https://www.xbiquge.bz/book/48370/37427149.html
第1846章：有能量的年轻人: https://www.xbiquge.bz/book/48370/37427537.html
第1847章：说话之前把烟拿出来: https://www.xbiquge.bz/book/48370/37430010.html
第1848章：此时不战，更待何时: https://www.xbiquge.bz/book/48370/37430012.html
第1849章：民族企业保卫战: https://www.xbiquge.bz/book/48370/37432925.html
第1850章：商业教父: https://www.xbiquge.bz/book/48370/37433981.html
第1851章：饭还是家里的香: https://www.xbiquge.bz/book/48370/37437871.html
第1852章：亮点: https://www.xbiquge.bz/book/48370/37443888.html
第1853章：现在都是弟弟: https://www.xbiquge.bz/book/48370/37444764.html
第1854章：就吃方便面: https://www.xbiquge.bz/book/48370/37452752.html
第1855章：打扰了，告辞: https://www.xbiquge.bz/book/48370/37453265.html
第1856章：狗东西玩呢: https://www.xbiquge.bz/book/48370/37453530.html
第1857章：选哪个: https://www.xbiquge.bz/book/48370/37456281.html
第1858章：不接也得接: https://www.xbiquge.bz/book/48370/37456282.html
第1859章：回复: https://www.xbiquge.bz/book/48370/37457994.html
第1860章：想见姜董: https://www.xbiquge.bz/book/48370/37458029.html
第1861章：送到学校来吧: https://www.xbiquge.bz/book/48370/37464171.html
第1862章：奇怪的感觉: https://www.xbiquge.bz/book/48370/37464172.html
第1863章：我看好你: https://www.xbiquge.bz/book/48370/37464173.html
第1864章：在商言商: https://www.xbiquge.bz/book/48370/37464174.html
第1865章：你是什么身份: https://www.xbiquge.bz/book/48370/37465370.html
第1866章：协议: https://www.xbiquge.bz/book/48370/37465371.html
第1867章：从未见过这种和谐: https://www.xbiquge.bz/book/48370/37466448.html
第1868章：关注些高科技的东西: https://www.xbiquge.bz/book/48370/37467029.html
第1869章：战略高度: https://www.xbiquge.bz/book/48370/37467997.html
第1870章：挖人去: https://www.xbiquge.bz/book/48370/37468020.html
第1871章：人间蒸发: https://www.xbiquge.bz/book/48370/37471700.html
第1872章：清醒了吗: https://www.xbiquge.bz/book/48370/37471736.html
第1873章：卫星公司的问题: https://www.xbiquge.bz/book/48370/37472700.html
第1874章：尹小军的女朋友: https://www.xbiquge.bz/book/48370/37472811.html
第1875章：未来儿媳妇: https://www.xbiquge.bz/book/48370/37474919.html
第1876章：找到人了: https://www.xbiquge.bz/book/48370/37474920.html
第1877章：邀请: https://www.xbiquge.bz/book/48370/37476079.html
第1878章：同意: https://www.xbiquge.bz/book/48370/37476080.html
第1879章：又准备出差: https://www.xbiquge.bz/book/48370/37477533.html
第1880章：卫星公司亏钱: https://www.xbiquge.bz/book/48370/37477534.html
第1881章：准备撤资: https://www.xbiquge.bz/book/48370/37479944.html
第1882章：华联电脑: https://www.xbiquge.bz/book/48370/37479945.html
第1883章：预测未来: https://www.xbiquge.bz/book/48370/37482811.html
第1884章：三条底线: https://www.xbiquge.bz/book/48370/37482812.html
第1885章：无心插柳柳成荫: https://www.xbiquge.bz/book/48370/37484562.html
第1886章：不要本末倒置: https://www.xbiquge.bz/book/48370/37484563.html
第1887章：大佬的待遇: https://www.xbiquge.bz/book/48370/37486118.html
第1888章：都在吃东西: https://www.xbiquge.bz/book/48370/37486119.html
第1889章：男人当以事业为重: https://www.xbiquge.bz/book/48370/37488154.html
第1890章：林康是哪个鸟: https://www.xbiquge.bz/book/48370/37488155.html
第1891章：不再是林家人: https://www.xbiquge.bz/book/48370/37489425.html
第1892章：姜小白的强势: https://www.xbiquge.bz/book/48370/37489426.html
第1893章：自己作的: https://www.xbiquge.bz/book/48370/37491892.html
第1894章：顺利: https://www.xbiquge.bz/book/48370/37491893.html
第1895章：姜小白的霸气: https://www.xbiquge.bz/book/48370/37493591.html
第1896章：竞争者: https://www.xbiquge.bz/book/48370/37493592.html
第1897章：想象的挺美: https://www.xbiquge.bz/book/48370/37494361.html
第1898章：又出去玩了: https://www.xbiquge.bz/book/48370/37494362.html
第1899章：着急了: https://www.xbiquge.bz/book/48370/37496562.html
第1900章：老大老二干仗死老三: https://www.xbiquge.bz/book/48370/37496563.html
第1901章：选择: https://www.xbiquge.bz/book/48370/37498366.html
第1902章：买菜也没这么随便: https://www.xbiquge.bz/book/48370/37498367.html
第1903章：赢了就是赢了: https://www.xbiquge.bz/book/48370/37519570.html
第1904章：我看好两可乐: https://www.xbiquge.bz/book/48370/37519571.html
第1905章：大方的姜董: https://www.xbiquge.bz/book/48370/37520728.html
第1906章：第一台组装电脑: https://www.xbiquge.bz/book/48370/37520729.html
第1907章：被鄙视了: https://www.xbiquge.bz/book/48370/37522846.html
第1908章：价格屠夫: https://www.xbiquge.bz/book/48370/37522847.html
第1909章：给你点人才: https://www.xbiquge.bz/book/48370/37524195.html
第1910章：必须重视的人: https://www.xbiquge.bz/book/48370/37524196.html
第1911章：发布会: https://www.xbiquge.bz/book/48370/37526114.html
第1912章：要比对手更快: https://www.xbiquge.bz/book/48370/37526115.html
第1913章：筹备商会: https://www.xbiquge.bz/book/48370/37569369.html
第1914章：东方会: https://www.xbiquge.bz/book/48370/37569371.html
第1915章：邀请函: https://www.xbiquge.bz/book/48370/37650364.html
第1916章：争吵: https://www.xbiquge.bz/book/48370/37650365.html
第1917章：我退出: https://www.xbiquge.bz/book/48370/37651998.html
第1918章：分道扬镳: https://www.xbiquge.bz/book/48370/37651999.html
第1919章：数字1: https://www.xbiquge.bz/book/48370/37653645.html
第1920章：没人理解: https://www.xbiquge.bz/book/48370/37653646.html
第1921章：记者们的愤怒: https://www.xbiquge.bz/book/48370/37655121.html
第1922章：什么玩意: https://www.xbiquge.bz/book/48370/37655122.html
第1923章：干了一下午: https://www.xbiquge.bz/book/48370/37657129.html
第1924章：不出所料: https://www.xbiquge.bz/book/48370/37657130.html
第1925章：四方关心: https://www.xbiquge.bz/book/48370/37658415.html
第1926章：一锅炖: https://www.xbiquge.bz/book/48370/37658416.html
第1927章：好大的阵仗: https://www.xbiquge.bz/book/48370/37659747.html
第1928章：谁能影响我: https://www.xbiquge.bz/book/48370/37659748.html
第1929章：卫星公司的影响: https://www.xbiquge.bz/book/48370/37661575.html
第1930章：积极的马老师: https://www.xbiquge.bz/book/48370/37661576.html
第1931章：年轻人的天下: https://www.xbiquge.bz/book/48370/37663377.html
第1932章：东方明珠: https://www.xbiquge.bz/book/48370/37663378.html
第1933章：难能可贵: https://www.xbiquge.bz/book/48370/37665294.html
第1934章：第一届东方会: https://www.xbiquge.bz/book/48370/37665295.html
第1935章：集体同意: https://www.xbiquge.bz/book/48370/37666742.html
第1936章：丑话说在前头: https://www.xbiquge.bz/book/48370/37666743.html
第1937章：财大气粗包下来: https://www.xbiquge.bz/book/48370/37669232.html
第1938章：不看好也值得学习: https://www.xbiquge.bz/book/48370/37669233.html
第1939章：老夫老妻: https://www.xbiquge.bz/book/48370/37670521.html
第1940章：绑票: https://www.xbiquge.bz/book/48370/37670522.html
第1941章：万亿市场: https://www.xbiquge.bz/book/48370/37672104.html
第1942章：变坏了的老郑: https://www.xbiquge.bz/book/48370/37672503.html
第1943章：姜小白的长远眼光: https://www.xbiquge.bz/book/48370/37675489.html
第1944章：泡沫: https://www.xbiquge.bz/book/48370/37675490.html
第1945章：一群聪明人: https://www.xbiquge.bz/book/48370/37676535.html
第1946章：圆满结束: https://www.xbiquge.bz/book/48370/37677025.html
第1947章：吓死个人: https://www.xbiquge.bz/book/48370/37678041.html
第1948章：脑子又抽了: https://www.xbiquge.bz/book/48370/37678497.html
第1949章：背后帮助: https://www.xbiquge.bz/book/48370/37688371.html
第1950章：互相忽悠: https://www.xbiquge.bz/book/48370/37689318.html
第1951章：想不通什么目的: https://www.xbiquge.bz/book/48370/37690906.html
第1952章：计划召开年会: https://www.xbiquge.bz/book/48370/37690907.html
第1953章：演技不到位: https://www.xbiquge.bz/book/48370/37692853.html
第1954章：作死拦不住: https://www.xbiquge.bz/book/48370/37692854.html
第1955章：太能折腾了: https://www.xbiquge.bz/book/48370/37694394.html
第1956章：升官: https://www.xbiquge.bz/book/48370/37694395.html
第1957章：一顿饭的事: https://www.xbiquge.bz/book/48370/37696090.html
第1958章：阵仗好大: https://www.xbiquge.bz/book/48370/37696091.html
第1959章：小问题: https://www.xbiquge.bz/book/48370/37697967.html
第1960章：你个做罐头的: https://www.xbiquge.bz/book/48370/37697968.html
第1961章：亲自来接: https://www.xbiquge.bz/book/48370/37699381.html
第1962章：生活处处是华青: https://www.xbiquge.bz/book/48370/37699382.html
第1963章：拥挤不动: https://www.xbiquge.bz/book/48370/37700452.html
第1964章：主持人的尴尬: https://www.xbiquge.bz/book/48370/37700839.html
第1965章：不能比的大佬: https://www.xbiquge.bz/book/48370/37702214.html
第1966章：令人羡慕的年会操作: https://www.xbiquge.bz/book/48370/37702215.html
第1967章：话都听不明白: https://www.xbiquge.bz/book/48370/37703640.html
第1968章：盟友靠不住: https://www.xbiquge.bz/book/48370/37704347.html
第1969章：1996年: https://www.xbiquge.bz/book/48370/37705431.html
第1970章：凡事不要再找我: https://www.xbiquge.bz/book/48370/37705432.html
第1971章：肠子都悔青了: https://www.xbiquge.bz/book/48370/37707026.html
第1972章：都怪老爷子: https://www.xbiquge.bz/book/48370/37707131.html
第1973章：你们要逼宫吗: https://www.xbiquge.bz/book/48370/37708798.html
第1974章：不管就是不管了: https://www.xbiquge.bz/book/48370/37708799.html
第1975章：搬迁: https://www.xbiquge.bz/book/48370/37711111.html
第1976章：奢华: https://www.xbiquge.bz/book/48370/37711278.html
第1977章：疯狂的1996: https://www.xbiquge.bz/book/48370/37713109.html
第1978章：天下没有白吃的午餐: https://www.xbiquge.bz/book/48370/37713110.html
第1979章：三人行必有我师: https://www.xbiquge.bz/book/48370/37714523.html
第1980章：委屈死了: https://www.xbiquge.bz/book/48370/37714524.html
第1981章：能赖一个是一个: https://www.xbiquge.bz/book/48370/37715892.html
第1982章：不是好机会: https://www.xbiquge.bz/book/48370/37715893.html
第1983章：帮倒忙了: https://www.xbiquge.bz/book/48370/37718103.html
第1984章：投一百万: https://www.xbiquge.bz/book/48370/37718104.html
第1985章：不一样的父亲: https://www.xbiquge.bz/book/48370/37721516.html
第1986章：你来我往: https://www.xbiquge.bz/book/48370/37721517.html
第1987章：约定: https://www.xbiquge.bz/book/48370/37722777.html
第1988章：好亲家: https://www.xbiquge.bz/book/48370/37722778.html
第1989章：想去上交所: https://www.xbiquge.bz/book/48370/37724947.html
第1990章：还是你坏: https://www.xbiquge.bz/book/48370/37724948.html
第1991章：隔壁大楼真高啊: https://www.xbiquge.bz/book/48370/37726766.html
第1992章：进入市场: https://www.xbiquge.bz/book/48370/37726767.html
第1993章：办成了: https://www.xbiquge.bz/book/48370/37728127.html
第1994章：土豪的一笔: https://www.xbiquge.bz/book/48370/37728128.html
第1995章：川航董事: https://www.xbiquge.bz/book/48370/37729667.html
第1996章：君子之交淡如水: https://www.xbiquge.bz/book/48370/37729668.html
第1997章：子债父偿: https://www.xbiquge.bz/book/48370/37731132.html
第1998章：姜小白的威严: https://www.xbiquge.bz/book/48370/37731133.html
第1999章：唇亡齿寒: https://www.xbiquge.bz/book/48370/37733395.html
第2000章：市场竞争的残酷: https://www.xbiquge.bz/book/48370/37733632.html
第2001章：求助: https://www.xbiquge.bz/book/48370/37734845.html
第2002章：狠狠降价: https://www.xbiquge.bz/book/48370/37734846.html
第2003章：龙争虎斗: https://www.xbiquge.bz/book/48370/37737647.html
第2004章：一山不容二虎: https://www.xbiquge.bz/book/48370/37737648.html
第2005章：吃不住了: https://www.xbiquge.bz/book/48370/37738992.html
第2006章：协商: https://www.xbiquge.bz/book/48370/37738993.html
第2007章：服软: https://www.xbiquge.bz/book/48370/37740715.html
第2008章：一南一北: https://www.xbiquge.bz/book/48370/37740716.html
第2009章：咄咄逼人: https://www.xbiquge.bz/book/48370/37743143.html
第2010章：有序退出: https://www.xbiquge.bz/book/48370/37743144.html
第2011章：琢磨: https://www.xbiquge.bz/book/48370/37745135.html
第2012章：超级市场: https://www.xbiquge.bz/book/48370/37745136.html
第2013章：1997来了: https://www.xbiquge.bz/book/48370/37746258.html
第2014章：商业教父的杞人忧天: https://www.xbiquge.bz/book/48370/37746259.html
第2015章：商量: https://www.xbiquge.bz/book/48370/37747223.html
第2016年：不吉利的征兆: https://www.xbiquge.bz/book/48370/37747544.html
第2017章：看不上眼: https://www.xbiquge.bz/book/48370/37748952.html
第2018章：预感: https://www.xbiquge.bz/book/48370/37750233.html
第2019章：准备去香江: https://www.xbiquge.bz/book/48370/37750234.html
第2020章：覆巢之下无完卵: https://www.xbiquge.bz/book/48370/37750744.html
第2021章：试探态度: https://www.xbiquge.bz/book/48370/37757277.html
第2022章：宽容: https://www.xbiquge.bz/book/48370/37757278.html
第2023章：无比重视: https://www.xbiquge.bz/book/48370/37758304.html
第2024章：叫我生子: https://www.xbiquge.bz/book/48370/37758639.html
第2025章：给你当小弟还不乐意: https://www.xbiquge.bz/book/48370/37760400.html
第2026章：成年人的世界: https://www.xbiquge.bz/book/48370/37760401.html
第2027章：来不及观望了: https://www.xbiquge.bz/book/48370/37761170.html
第2028章：吓的头晕: https://www.xbiquge.bz/book/48370/37761171.html
第2029章：做人不能太贪心: https://www.xbiquge.bz/book/48370/37763565.html
第2030章：达者为师: https://www.xbiquge.bz/book/48370/37763566.html
第2031章：商定: https://www.xbiquge.bz/book/48370/37764713.html
第2032章：拜师宴: https://www.xbiquge.bz/book/48370/37764714.html
第2033章：神秘主角: https://www.xbiquge.bz/book/48370/37769282.html
第2034章：炸场子了: https://www.xbiquge.bz/book/48370/37769283.html
第2035章：再次讨论: https://www.xbiquge.bz/book/48370/37769284.html
第2036章：一百五十亿美金: https://www.xbiquge.bz/book/48370/37769285.html
第2037章：资本巨鳄的力量: https://www.xbiquge.bz/book/48370/37769286.html
第2038章：入场: https://www.xbiquge.bz/book/48370/37769287.html
第2039章：壳子公司六六六: https://www.xbiquge.bz/book/48370/37770554.html
第2040章：心咋这么大: https://www.xbiquge.bz/book/48370/37770627.html
第2041章：买车就像买菜: https://www.xbiquge.bz/book/48370/37772361.html
第2042章：好大的场面: https://www.xbiquge.bz/book/48370/37772362.html
第2043章：祝福: https://www.xbiquge.bz/book/48370/37773648.html
第2044章：急死了: https://www.xbiquge.bz/book/48370/37773649.html
第2045章：民营企业好: https://www.xbiquge.bz/book/48370/37774623.html
第2046章：任重道远: https://www.xbiquge.bz/book/48370/37774624.html
第2047章：合作愉快: https://www.xbiquge.bz/book/48370/37776186.html
第2048章：每逢大事有静气: https://www.xbiquge.bz/book/48370/37776187.html
第2049章：预言家: https://www.xbiquge.bz/book/48370/37777577.html
第2050章：抢钱也没那么快: https://www.xbiquge.bz/book/48370/37777741.html
第2051章：不用演戏了: https://www.xbiquge.bz/book/48370/37778839.html
第2052章：豪横的很: https://www.xbiquge.bz/book/48370/37778840.html
第2053章：分头行动吧: https://www.xbiquge.bz/book/48370/37780116.html
第2054章：敢威胁我了: https://www.xbiquge.bz/book/48370/37780117.html
第2055章：我们自己干: https://www.xbiquge.bz/book/48370/37781172.html
第2056章：确定目标: https://www.xbiquge.bz/book/48370/37781683.html
第2057章：双线作战: https://www.xbiquge.bz/book/48370/37782976.html
第2058章：打听到位了: https://www.xbiquge.bz/book/48370/37782977.html
第2059章：一鼓作气: https://www.xbiquge.bz/book/48370/37786888.html
第2060章：紧张: https://www.xbiquge.bz/book/48370/37786889.html
第2061章：捏一把汗: https://www.xbiquge.bz/book/48370/37789776.html
第2062章：赢了: https://www.xbiquge.bz/book/48370/37789777.html
第2063章：佩服: https://www.xbiquge.bz/book/48370/37791141.html
第2064章：真成合作伙伴了: https://www.xbiquge.bz/book/48370/37791210.html
第2066章：一起上: https://www.xbiquge.bz/book/48370/37797543.html
第2067章：死亡规律: https://www.xbiquge.bz/book/48370/37797610.html
第2068章：黑色八月: https://www.xbiquge.bz/book/48370/37798872.html
第2069章：翻脸: https://www.xbiquge.bz/book/48370/37799022.html
第2070章：准备就绪: https://www.xbiquge.bz/book/48370/37800567.html
第2071章：紧急: https://www.xbiquge.bz/book/48370/37800568.html
第2071章：有没有搞错: https://www.xbiquge.bz/book/48370/37816579.html
第2072章：你不是跑路了吧: https://www.xbiquge.bz/book/48370/37816580.html
第2073章：重视: https://www.xbiquge.bz/book/48370/37816581.html
第2074章：韧性: https://www.xbiquge.bz/book/48370/37816582.html
第2075章：姜小白厉害啊: https://www.xbiquge.bz/book/48370/37816583.html
第2076章：钦佩: https://www.xbiquge.bz/book/48370/37816584.html
第2077章：太恐怖了: https://www.xbiquge.bz/book/48370/37823453.html
第2078章：谁了解: https://www.xbiquge.bz/book/48370/37823537.html
第2079章：细思极恐: https://www.xbiquge.bz/book/48370/37824526.html
第2080章：天下兴亡，匹夫有责: https://www.xbiquge.bz/book/48370/37825044.html
第2081章：胆小了: https://www.xbiquge.bz/book/48370/37826007.html
第2082章：长见识: https://www.xbiquge.bz/book/48370/37826008.html
第2083章：太有钱了: https://www.xbiquge.bz/book/48370/37827328.html
第2084章：世界首富: https://www.xbiquge.bz/book/48370/37827329.html
第2085章：注定追不上的人: https://www.xbiquge.bz/book/48370/37831069.html
第2086章：放出消息: https://www.xbiquge.bz/book/48370/37831092.html
第2087章：死亡规律发明人: https://www.xbiquge.bz/book/48370/37832626.html
第2088章：否认: https://www.xbiquge.bz/book/48370/37832627.html
第2089章：化解: https://www.xbiquge.bz/book/48370/37834514.html
第2090章：懂的都懂: https://www.xbiquge.bz/book/48370/37834515.html
第2091章：游山玩水: https://www.xbiquge.bz/book/48370/37835271.html
2092章：风雨欲来: https://www.xbiquge.bz/book/48370/37835272.html
第2093章：发起总攻: https://www.xbiquge.bz/book/48370/37842665.html
第2094章：坚持不懈: https://www.xbiquge.bz/book/48370/37842771.html
第2095章：最后五十亿: https://www.xbiquge.bz/book/48370/37844300.html
第2096章：游资入场: https://www.xbiquge.bz/book/48370/37844301.html
第2097章：凶名在外: https://www.xbiquge.bz/book/48370/37846135.html
第2098章：赢了: https://www.xbiquge.bz/book/48370/37846136.html
第2099章：集体迎接: https://www.xbiquge.bz/book/48370/37847853.html
第2100章：钱都让姜小白赚了: https://www.xbiquge.bz/book/48370/37847854.html
第2101章：大方分账: https://www.xbiquge.bz/book/48370/37849245.html
第2102章：下一步计划: https://www.xbiquge.bz/book/48370/37849246.html
第2103章：七八百亿: https://www.xbiquge.bz/book/48370/37850470.html
第2104章：领导请客: https://www.xbiquge.bz/book/48370/37850578.html
第2105章：学习对象: https://www.xbiquge.bz/book/48370/37851529.html
第2106章：名声大噪: https://www.xbiquge.bz/book/48370/37851625.html
第2107章：晶圆厂: https://www.xbiquge.bz/book/48370/37852525.html
第2108章：第二届东方会: https://www.xbiquge.bz/book/48370/37852526.html
第2109章：前途无量: https://www.xbiquge.bz/book/48370/37853691.html
第2110章：会议主题: https://www.xbiquge.bz/book/48370/37853692.html
第2111章：警钟: https://www.xbiquge.bz/book/48370/37856881.html
第2112章：马不停蹄: https://www.xbiquge.bz/book/48370/37858358.html
第2113章：大佬被骂: https://www.xbiquge.bz/book/48370/37860118.html
第2114章：八亿美金: https://www.xbiquge.bz/book/48370/37860119.html
第2115章：激动的睡不着: https://www.xbiquge.bz/book/48370/37861677.html
第2116章：千禧年，五千亿: https://www.xbiquge.bz/book/48370/37861678.html
第2117章：三晋超市: https://www.xbiquge.bz/book/48370/37947130.html
第2118章：又是一年: https://www.xbiquge.bz/book/48370/37958595.html
第2119章：赚未来的钱: https://www.xbiquge.bz/book/48370/38079590.html
第2120章：一万块的红包: https://www.xbiquge.bz/book/48370/38093827.html
第2121章：找姜小白商量商量: https://www.xbiquge.bz/book/48370/38221156.html
第2122章：房地产行业起飞: https://www.xbiquge.bz/book/48370/38221157.html
第2123章：这是好事: https://www.xbiquge.bz/book/48370/38222840.html
第2124章：避避风头: https://www.xbiquge.bz/book/48370/38224432.html
第2125章：纠缠不清: https://www.xbiquge.bz/book/48370/38224454.html
第2126章：倒霉蛋五人组: https://www.xbiquge.bz/book/48370/38224515.html
第2127章：锯木头去: https://www.xbiquge.bz/book/48370/38225733.html
第2128章：宝宝心里苦: https://www.xbiquge.bz/book/48370/38225812.html
第2129章：主意: https://www.xbiquge.bz/book/48370/38231021.html
第2130章：蝴蝶效应: https://www.xbiquge.bz/book/48370/38231022.html
第2131章：长远考虑: https://www.xbiquge.bz/book/48370/38231881.html
第2132章：希望晶圆厂: https://www.xbiquge.bz/book/48370/38232159.html
第2133章：有人找: https://www.xbiquge.bz/book/48370/38233096.html
第2134章：这么好心？: https://www.xbiquge.bz/book/48370/38233097.html
第2135章：一波三折: https://www.xbiquge.bz/book/48370/38239686.html
第2136章：再次求助: https://www.xbiquge.bz/book/48370/38239687.html
第2137章：拒绝: https://www.xbiquge.bz/book/48370/38240764.html
第2138章：意料之中: https://www.xbiquge.bz/book/48370/38241419.html
第2139章：不能操之过急: https://www.xbiquge.bz/book/48370/38243160.html
第2140章：可怜可怜自己吧: https://www.xbiquge.bz/book/48370/38243756.html
第2141章：一点退路不留: https://www.xbiquge.bz/book/48370/38244742.html
第2142章：我想加入东方会: https://www.xbiquge.bz/book/48370/38244963.html
第2143章:十亿: https://www.xbiquge.bz/book/48370/38249173.html
第2144章:层出不穷: https://www.xbiquge.bz/book/48370/38249174.html
第2145章:不同意: https://www.xbiquge.bz/book/48370/38263577.html
第2145章:一次性付清: https://www.xbiquge.bz/book/48370/38263578.html
第2146章:二十亿: https://www.xbiquge.bz/book/48370/38264993.html
第2147章:走吧: https://www.xbiquge.bz/book/48370/38265451.html
第2148章:折服: https://www.xbiquge.bz/book/48370/38271947.html
第2149章:姜小白的实力: https://www.xbiquge.bz/book/48370/38271948.html
第2150章:低调易主: https://www.xbiquge.bz/book/48370/38304461.html
第2151章:不会指手画脚: https://www.xbiquge.bz/book/48370/38304462.html
第2152章:一动不如一静: https://www.xbiquge.bz/book/48370/38393537.html
第2153章:找补找补: https://www.xbiquge.bz/book/48370/38393538.html
第2154章:再多给点股份: https://www.xbiquge.bz/book/48370/38504970.html
第2155章:我也不知道有多少钱: https://www.xbiquge.bz/book/48370/38517773.html
第2156章:艰难的采访历程: https://www.xbiquge.bz/book/48370/38526136.html
第2157章:一起出去玩: https://www.xbiquge.bz/book/48370/38526137.html
第2158章:体会爸爸的怀抱: https://www.xbiquge.bz/book/48370/38527218.html
第2159章:房地产热度: https://www.xbiquge.bz/book/48370/38527292.html
第2160章:遍地开花: https://www.xbiquge.bz/book/48370/38529110.html
第2161章:要块地: https://www.xbiquge.bz/book/48370/38529170.html
第2162章:不着急出差: https://www.xbiquge.bz/book/48370/38530045.html
第2163章:奶爸上线: https://www.xbiquge.bz/book/48370/38548186.html
第2164章：一起去: https://www.xbiquge.bz/book/48370/38548187.html
第2165章：有钱了不起: https://www.xbiquge.bz/book/48370/38583011.html
第2166章：开学: https://www.xbiquge.bz/book/48370/38599033.html
第2167章：一起出差: https://www.xbiquge.bz/book/48370/38599034.html
第2168章:私人飞机: https://www.xbiquge.bz/book/48370/38618218.html
第2169章:镇住了: https://www.xbiquge.bz/book/48370/38618432.html
第2170章:占了个大便宜: https://www.xbiquge.bz/book/48370/38619795.html
第2171章:起起伏伏生意场: https://www.xbiquge.bz/book/48370/38619796.html
第2172章:被宰了: https://www.xbiquge.bz/book/48370/38621239.html
第2173章:等死吧: https://www.xbiquge.bz/book/48370/38621240.html
第2174章:长长记性: https://www.xbiquge.bz/book/48370/38622586.html
第2175章:赔罪: https://www.xbiquge.bz/book/48370/38622587.html
第2176章:差点得罪人: https://www.xbiquge.bz/book/48370/38623877.html
第2177章:磨磨唧唧: https://www.xbiquge.bz/book/48370/38623878.html
第2178章:令人窒息的霸道: https://www.xbiquge.bz/book/48370/38625142.html
第2179章:服软: https://www.xbiquge.bz/book/48370/38625301.html
第2180章:换个方式而已: https://www.xbiquge.bz/book/48370/38626903.html
第2181章:惦记的人还挺多: https://www.xbiquge.bz/book/48370/38627038.html
第2182章:危机感: https://www.xbiquge.bz/book/48370/38636445.html
第2183章:姜先生: https://www.xbiquge.bz/book/48370/38636446.html
第2184章:索然无味: https://www.xbiquge.bz/book/48370/38639583.html
第2185章:没什么成就感: https://www.xbiquge.bz/book/48370/38643355.html
第2186章:举手表决: https://www.xbiquge.bz/book/48370/38648796.html
第2187章:利益交换: https://www.xbiquge.bz/book/48370/38649502.html
第2188章:就是这么随意: https://www.xbiquge.bz/book/48370/38660552.html
第2189章:谁官大: https://www.xbiquge.bz/book/48370/38660553.html
第2190章:不情之请: https://www.xbiquge.bz/book/48370/38666861.html
第2191章:被骂了: https://www.xbiquge.bz/book/48370/38666862.html
第2192章:速度: https://www.xbiquge.bz/book/48370/38670700.html
第2193章:鲸吞: https://www.xbiquge.bz/book/48370/38670701.html
第2194章:集思广益: https://www.xbiquge.bz/book/48370/38686228.html
第2195章:脑子不好使: https://www.xbiquge.bz/book/48370/38686269.html
第2196章:你是真敢想: https://www.xbiquge.bz/book/48370/38687506.html
第2197章:可行性: https://www.xbiquge.bz/book/48370/38687507.html
第2198章:小心思: https://www.xbiquge.bz/book/48370/38702712.html
第2199章:商议: https://www.xbiquge.bz/book/48370/38702713.html
第2200章:大老板的召唤: https://www.xbiquge.bz/book/48370/38704619.html
第2201章:畅所欲言: https://www.xbiquge.bz/book/48370/38704620.html
第2202章:雷厉风行: https://www.xbiquge.bz/book/48370/38721146.html
第2203章:消息: https://www.xbiquge.bz/book/48370/38721147.html
第2204章:只能卖给仇人: https://www.xbiquge.bz/book/48370/38722958.html
第2205章:仇人太多了: https://www.xbiquge.bz/book/48370/38722959.html
第2206章:愚蠢: https://www.xbiquge.bz/book/48370/38734484.html
第2207章:邀约: https://www.xbiquge.bz/book/48370/38734504.html
第2208章:反应太大: https://www.xbiquge.bz/book/48370/38741535.html
第2209章:轩然大波: https://www.xbiquge.bz/book/48370/38741536.html
第2210章:总有刁民想害朕: https://www.xbiquge.bz/book/48370/38743993.html
第2211章:刁钻问题: https://www.xbiquge.bz/book/48370/38743994.html
第2212章:姜小白三个字就是钱: https://www.xbiquge.bz/book/48370/38774068.html
第2213章:补充方案: https://www.xbiquge.bz/book/48370/38774961.html
第2214章:被骂怕了: https://www.xbiquge.bz/book/48370/38775672.html
第2215章:预估价值: https://www.xbiquge.bz/book/48370/38775673.html
第2216章:释放信号: https://www.xbiquge.bz/book/48370/38777026.html
第2217章:稳如磐石: https://www.xbiquge.bz/book/48370/38777051.html
第2218章:现在就值这些: https://www.xbiquge.bz/book/48370/38778157.html
第2219章:出乎意料的迅速: https://www.xbiquge.bz/book/48370/38778185.html
